ResourceID,Context Amount of debris (cm3),Context Bibliography,Context Chronology,Context Collection,Context Collections for the lifting machine,Context Compiler,Context Coordinates,Context Current status,Context Description,Context Era,Context Name,Context Presence of unfinished materials,Context Quality of the marble used/extracted,Context Quantity of extracted material (cm3),Context Square meters,Context Streets of contention,Context Surface,Context Traces of extraction tools,Context Typology,Identifier Content,Identifier Type
95d7f2bf-f34d-347a-1886-7f95f20b3055,molti,"Scardozzi 2010, 356; Scardozzi 2012a, 120; Scardozzi 2012b, 575; Brilli et alii 2015, 129, 134; Ditaranto 2016.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aa6eb39e-838c-48ba-b9f1-413f8783f5a3"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d0bb9555-8d0b-487c-82af-14a0c50c0b6b"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.0225220853765 38.0325874524205, 29.0226201310051 38.0325010179867, 29.0225269595435 38.0323577390928, 29.0224426822945 38.0323812830559)))",In uso,Si tratta di una cava moderna situata presso le pendici settentrionali del Karakuz Tepe che potrebbe aver distrutto completamente una cava antica.,Moderna,Cava di marmo di Gölemezli GM5,False,Marmo bianco,,,False,,False,Cava di versante,Marmora,Internal Identifier
964f0f2b-28d3-3404-04b1-60142af1b805,,"Atlante 2015, 169; Scardozzi 2015, 270-282.",seconda metà del I sec. d.C.,"[{""resourceId"": ""631b552d-b995-4229-abe1-eca50688f367"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d863c9d8-3872-48dd-a614-e71322ce147f"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aa7f1dd3-d470-4a51-a3a5-15b6487eeec1"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1267789374326 37.9260143856714, 29.1269180836688 37.9258711956063, 29.1269746599554 37.9259140983546, 29.1270396095542 37.9258632291368, 29.1269862538073 37.9258106547999, 29.1271372183337 37.9256514608242, 29.1270903089193 37.9256063701715, 29.1267136401544 37.9259845925446, 29.1267789374326 37.9260143856714))))",Parzialmente scavato,"Il complesso monumentale della Stoà delle Sorgenti è situato nel cuore della città, subito a sud del Santuario di Apollo e del Ploutonion e ad est della Stoà di Marmo. Individuato nel 2010, il monumento è stato oggetto di scavi anche nel corso delle campagne del 2014 e 2015; le indagini hanno interessato essenzialmente la metà settentrionale dell'edificio, meglio conservata, e parte dell'estremità meridionale, che è invece risultata maggiormente spoliata e interessata dalla presenza di sovrastrutture di epoca bizantina. La Stoà delle Sorgenti si allunga in senso nord-ovest/sud-est per 52,5 m e presenta una sola navata larga ca. 6 m tra un muro di fondo in travertino (a est), largo 1,30 m, e uno stilobate di facciata in marmo (a ovest), largo cm 90. Il muro di fondo, costruito sul ciglio orientale di una spaccatura sismica, era articolato nella parte settentrionale da sette pilastri in travertino con semicolonne (alt. ca. 3,80 m) ed era interrotto a metà da un monumentale arco che permetteva l'accesso a un ambiente quadrangolare che si sviluppa verso est; i sette pilastri della metà settentrionale della stoà sono stati rinvenuti in crollo, mentre è stata solo parzialmente scavata la parte meridionale del portico, che risulta molto più sconvolta. Il pavimento del portico, non conservato, era sostenuto al centro da un muro longitudinale, che permetteva alle lastre di superare la profonda spaccatura del terreno interposta tra esso e il muro di fondo. La funzione e l'ubicazione topografica di questo portico monumentale, la cui edificazione è ascrivibile alla prima età imperiale, vanno lette in rapporto alla vicina area sacra del Ploutonion e alla grande fessurazione sismica che corre immediatamente più a est. Proprio per adattarsi al gradino morfologico prodotto dalla faglia in questo settore della città, il portico è stato costruito ruotato di 9 gradi verso est rispetto all'orientamento dell'impianto urbano di Hierapolis; ciò ha determinato che tra questo monumento e il muro di fondo della Stoà di Marmo si venisse a creare un ampio spazio a pianta trapezoidale, verosimilmente una piazza, di cui non si conosce ancora l'organizzazione, delimitato a sud dal tracciato dello stenopos 22, oltre il quale si trovano i resti dell'edificio a pianta rettangolare individuato con le prospezioni geofisiche del 2007 e messo parzialmente in luce nel 2010. Tra l'estremità settentrionale della Stoà di Marmo e un altro portico ancora non indagato che si trova subito più a nord, si trova un'ampia apertura (larga m 8,15) verosimilmente attraversata da un tracciato che garantiva il collegamento tra la plateia e l'area antistante il Ploutonion. In quest'area nodale del centro religioso della città si apriva quindi l'ingresso da nord alla Stoà delle Sorgenti, un monumentale arco in marmo bianco a unico fornice, poggiante su grandi pilastri, di cui si conservano la base di quello orientale e alcuni elementi architettonici in crollo.",Flavia,Stoà delle Sorgenti,False,"Marmar Tepe, Hierapolis-Gök Dere, Thiounta, alabastro ghiaccione",,315,False,reale,False,Portico,Marmora,Internal Identifier
96f15e3f-517c-bc58-565e-f5f2f229e7b4,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""550c36b6-a827-4027-829a-83fba76444a7"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d61ad922-9671-495e-8abc-43dda1f4d657"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1342268220515 37.9585144156237, 29.1341740843144 37.9585633256093, 29.1341256888227 37.9585394996891, 29.134179458225 37.9584837491224)))",In abbandono,"La cava, situata sulla sommità del Marmar Tepe, è caratterizzata da piccole dimensioni (m 4 x 4 x 2 alt.) e da un accesso aperto a sud-est. Detriti e materiali di scarto di piccole e medie dimensioni occupano gran parte dello spazio interno della cava.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 73,False,Marmo bianco,,16,False,reale,False,Cava sommitale,Marmora,Internal Identifier
98c7bac0-d478-d381-0d15-0c438fa6408a,molti,"Scardozzi 2010, 362; Scardozzi 2012b, 581.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""495c966f-fadb-4b15-ae07-65b9fc8beb24"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e19ae2ea-9362-4c1a-97bc-ec685393f1e7"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1112727931094 37.9273035680339, 29.1102904587088 37.9280513555864, 29.1103713077526 37.9281011326317, 29.1113327298685 37.9273431052248)))",In abbandono,"Grande cava di alabastro in località Öküzini, con molti detriti scaricati a valle, è posta sul margine dell'ultimo terrazzo prospiciente la pianura alluvionale del Lykos, alla sommità del pendio che scende ripidamente verso O . L'ingresso è da S e da N. Si tratta di una trincea allungata per ca. 110 m in senso NO-SE, larga tra 3 e 5, con le pareti alte fino a 4 e 9 m, rispettivamente quella O e quella E; in alcuni casi si notano, soprattutto lungo la parete O, gradoni prodotti dall'attività estrattiva. Molto numerosi sono i detriti di lavorazione scaricati a valle, dove si rinvengono anche blocchi parallelepipedi di travertino e a S della cava, inglobati in successive formazioni calcaree prodotte da un canale, 10 colonne in alabastro, alcune solo sbozzate, altre rifinite a gradina; misure esemplificative: lunghezze fino a m 2,75 e diametri di 45, 55, 60 e 1,10. Particolarmente notevole una grande colonna sbozzata, in cattivo stato di conservazione (molto disgregata), lunga m 2,75 e con diametro di 1,10.
Il materiale estratto è alabastro (banded) e travertino (bedded); in certi casi sembra una breccia con clasti di alabastro.",Non id.,Cava di alabastro di Hierapolis n. 28 (O6),True,,,440,False,reale,False,Cava in trincea,Marmora,Internal Identifier
9aee3800-bdd2-2389-f74e-d40a854c0c0d,molti,Ditaranto 2016.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""74791554-1479-4ee1-9543-84248ffdcbda"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9f676cfc-8574-45a8-b194-db09662591a5"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1351979717834 37.9556042671321, 29.1351733223792 37.9557516336382, 29.135274976995 37.955766960233, 29.1353023661046 37.9556309921915)))",In abbandono,"La cava è situata nel settore meridionale della sommità del Marmar Tepe, presenta l'accesso a sud e misura 8 m di larghezza, 12 di lunghezza e 2,30 m di altezza. Ai piedi delle pareti, dove si conservano i gradoni prodotti dall'estrazione, sono accumulati numerosi detriti.",Ellenistica/Imperiale,Cava di marmo di Marmar Tepe n. 37,False,Marmo bianco,,96,False,reale,False,Cava sommitale,Marmora,Internal Identifier
9f65d26f-dcee-5977-1c1d-cd90cf452f39,,"Atlante 2008, 135; Di Giacomo et alii 2013, 15; Atlante 2015, 189; Ismaelli, Scardozzi 2016c.",non id.,"[{""resourceId"": ""631b552d-b995-4229-abe1-eca50688f367"", ""ontologyProperty"": """", ""resourceXresourceId"": ""362041ff-5937-43a5-a6eb-41fec70d2e34"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fce823bd-af60-48a0-96ea-533fcab41a17"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1277221001652 37.9240558630716, 29.1278719903844 37.9241246246825, 29.1279966521079 37.9239567817291, 29.1278448575153 37.9238833144371, 29.1277221001652 37.9240558630716))))",Non scavato,"Il complesso monumentale è situato nel settore meridionale della città, affacciato sul lato orientale della plateia. La funzione dell'edificio, ricondotta, a partire dagli anni Sessanta del secolo scorso, a luogo di riunione della boulé, è stata recentemente smentita in seguito alle ricognizioni archeologiche e alle prospezioni georadar condotte nell'area, che hanno permesso di indagare e documentare i resti visibili in superficie e parte di quelli interrati. L'edificio presenta una pianta quadrangolare (18 x 22 m) ed è circoscritto da un muro perimetrale in blocchi squadrati di travertino. I resti del monumento, che lo collocano in epoca tardo-imperiale o, al più tardi, in quella proto-bizantina, comprendono vari elementi architettonici marmorei, di cui alcuni probabilmente di reimpiego. Si tratta, in particolare, di un timpano con clipeo circolare, cunei di un arco e una base di statua dedicata a un archigallos, datata al III sec. d.C. All'interno dell'edificio si apre un atrio centrale (ca. 7,5 x 8,5 m), con l'ingresso in asse con la facciata, arricchito da pilastri in breccia policroma a matrice rossastra e capitelli in marmo bianco. Su di esso prospettano alcuni ambienti a pianta quadrangolare e rettangolare. Sebbene gli elementi a disposizione quali la planimetria, la ricchezza degli elementi architettonici, la posizione lungo la plateia ne suggeriscano l'identificazione con un edificio forse pubblico, la sua destinazione d'uso rimane incerta.",Romano-imperiale,cd. Bouleuterion,False,"Marmar Tepe, Hierapolis-Gök Dere, Thiounta, alabastro ghiaccione",,396,False,reale,False,Edificio pubblico,Marmora,Internal Identifier
a6432af6-6f15-0985-3912-35b15bccb476,molti,"Moens et alii 1992; Lazzarini et alii 2002; Gorgoni et alii 2002; Attanasio, Brilli, Ogle 2006; Long 2012; Brilli et alii 2015.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d6782842-b86f-4426-996a-ca63d784f86d"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fcbda1b4-8b2b-4109-b0fb-f2c9a1167804"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((28.7440461444349 37.729695414595, 28.7445242276783 37.7293306886245, 28.7447524346638 37.7294645456098, 28.7446054033286 37.7295620044238, 28.7444484747764 37.729666600903, 28.744657056206 37.7299787015638)))",In uso,"In prossimità del complesso ""City Quarries"", la cava in oggetto si trova 2,5 km a nord-est di Aphrodisias e si individua facilmente poichè è l'unico settore estrattivo dell'area oggi ampiamente sfruttato.",Non id.,Cava di marmo di Afrodisia APH3,False,"Marmo bianco, striato",,,False,,False,Cava di versante,Marmora,Internal Identifier
acac33af-06f2-1180-88f9-e2de9cce19aa,molti,Semeraro 2007; Ismaelli 2009a; Ismaelli 2009b; Semeraro 2012; Semeraro 2014; Semeraro 2016; Ismaelli 2016e; Ismaelli 2017.,III sec. d.C. - IV sec. d.C.,"[{""resourceId"": ""631b552d-b995-4229-abe1-eca50688f367"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0ec8ab36-9848-4338-bd5f-45825f435b3d"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""465560e1-61af-8c1b-ea0f-f0db44930b39"", ""ontologyProperty"": """", ""resourceXresourceId"": ""148b86d4-a1c4-4363-8b78-65d912d02db1"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1221807042751 37.9319665947519, 29.1234617696032 37.9324973261987, 29.124817028316 37.9305642363719, 29.123570795764 37.9300336166051, 29.1221807042751 37.9319665947519))))",Parzialmente scavato,"Il Santuario di Apollo, situato nell’area centrale della città, è dedicato alla divinità poliadica di Hierapolis, Apollo Archegetes e risale alla fase ellenistica, all’epoca della fondazione macedone della città. A questa fase appartengono il nucleo più antico dell’Edificio A, una parte della pavimentazione in travertino ad esso contiguo, e ampie aree con tracce di combustione collocate nella porzione più a monte dello spazio sacro. Il complesso venne &nbsp;radicalmente trasformato secondo le linee di un coerente progetto definito in età augustea: il santuario venne organizzato su tre larghi terrazzi digradanti verso ovest, raccordati da scalinate, in corrispondenza di una frattura nel sottosuolo, prodotta dalla faglia sismica, da cui si sprigionano forti concentrazioni di anidride carbonica. Sul terrazzo mediano e superiore si impostano tre edifici (A, B e C). Il tempio principale per l’Apollo Archegetes (B) si colloca nello spazio centrale ed è attualmente ricostruibile grazie alle tracce dei cavi di fondazione e da vari materiali architettonici ritrovati in crollo o rempiegati nelle Grandi Terme: il tempio, infatti, è stato distrutto in modo sistematico durante il V sec. d.C. L’analisi dei dati di scavo permette di ricostruire un tempio esastilo, di ordine ionico.&nbsp;L’Edificio A è invece da collegare alle funzioni oracolari svolte nel Santuario e presenta una complessa stratificazione: la struttura di età ellenistica, su podio, con pavimento in travertino dotato di bothros centrale, venne trasformata in età ugustea-tiberiana in un tempio marmoreo di ordine corinzio con pianta a pseudomonopteros. Quest’ultimo venne demolito in età tardo-severiana per essere trasformato in un grande edificio prostilo, esastilo, di ordine corinzio. Subito più a sud dell’Edificio A si trovava un piccolo <em>monopteros</em> a pianta circolare, di età claudia, identificato con il <em>manteion</em> di Apollo Kareios; esso è costruito al di sopra di un ingresso alla fessurazione del terreno, sormontato da una lunetta marmorea. Incerta resta la ricostruzione del terzo edificio posto a nord (C), che appare radicalmente spoliato in età bizantina. Eretto su un podio, questo edificio appare caratterizzato da un vano ipogeo a pianta rettangolare con copertura in laterizi. Sul lato nord del Tempio (B) è stato infine messo in evidenza un complesso di straordinaria rilevanza legato ai culti ctoni svolti nel Santuario. Un’estesa area appare interessata da numerose attività rituali incentrate sull’uso del fuoco: fosse piene di resti carboniosi, grandi bacini rituali, incassi per cippi si riferiscono a pratiche cultuali in cui prevale la bruciatura di essenze vegetali. Il <em>temenos</em> del Santuario di Apollo era definito da portici. Nel terrazzo inferiore un porticato di ordine dorico, costruito contestualmente all’impianto di età giulio-claudia, si caratterizza per la presenza di alti schermi marmorei posti tra gli intercolunni; sul lato sud il muro di fondo era sostituito da pilastri con semicolonne in travertino. Nella parte orientale, non ancora esplorata, si può invece ricostruire un portico corinzio, al quale vanno attribuito capitelli corinzi, fregi-architravi con baccellature e cornici a modiglioni, databili ad età flavia. Il progetto augusteo venne mantenuto fino alla fine del II secolo, quando si colloca la costruzione di un grande ninfeo nella parte centrale del terrazzo inferiore, probabilmente in sostituzione di una struttura più antica. La ricostruzione&nbsp;più tarda (220-235 d.C.) dell’Edificio A costituisce una tappa ulteriore dell’ammodernamento ed aggiornamento della configurazione architettonica del Santuario di Apollo, che non venne mai completata.",Ellenistica/Imperiale,Santuario di Apollo,False,"Marmar Tepe, Thiounta, Hierapolis-Gök Dere, Denizli-1",,6570,False,reale,False,Corte porticata,Marmora,Internal Identifier
ad50abf7-216c-596f-13ad-138f75905434,molti,Brilli et alii 2015; Brilli et alii 2016; Scardozzi 2016b.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a116c865-1012-4dda-a0bc-23d97a46aa3a"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f3980a13-f53e-4136-9b89-4866c09ee707"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.0246945688717 37.7081017116323, 29.0251147567434 37.7077402985615, 29.0255353620678 37.7079939228225, 29.0258222244308 37.7081920234714)))",In uso,"Si tratta di un'estesa cava di marmo con fronti su più livelli, tutt'oggi parzialmente sfruttata, situata lungo il corso del Domuzderesi; i fronti interessati dall'attività estrattiva sono aperti sul pendio della montagna che scende in prossimità della riva sinistra del fiume. Alcuni fronti antichi si conservano nella parte alta del pendio e sono difficilmente raggiungibili; quelli più in basso sono stati invece distrutti dalla ripresa dell'estrazione, ma tra i detriti si rinvengono vari grandi frammenti delle antiche pareti con evidenti segni di piccone.",Ellenistica/Imperiale,Cava di marmo di Denizli D2,False,Marmo bianco (varietà Denizli-1),,,True,,True,Cava di versante,Marmora,Internal Identifier
af1e0037-8038-edd9-1817-d0cbcce97577,molti,"Koralay, Kılınçarslan 2015; Ditaranto 2016.",non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fb308351-2a47-465f-b49c-ed996361de24"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e267d19f-e7b2-4630-a776-311ff088c4e5"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.1334921753012 37.9448194184888, 29.1337234235985 37.9449757184497, 29.1336415146416 37.945056960791)))",In abbandono,"Si tratta dell'ultima cava del settore estrattivo attraversato dal torrente stagionale Gök Dere, raggiungibile seguendo in direzione nord-est il letto del corso d'acqua. Essa costituisce, insieme alla prima posta all'inizio della valle del torrente, la cava più estesa. Il fronte è infatti lungo 31 m, profondo 20 e alto fino a 10-12 m e per tutta la sua altezza sono evidenti i segni lasciati dai picconi, fino alla giuntura con gli scisti che sovrastano il marmo; ai piedi del fronte e a valle sono accumulati numerosi detriti di marmo bianco, bianco venato e grigio, e sono anche presenti materiali semilavorati, come frammenti di colonne (diam. 0,50 x lungh. 0,75 m) e blocchi. Il fronte si presenta piuttosto fratturato in senso verticale, con fessurazioni distanziate tra loro fino a 2 m, consentendo quindi l'estrazione anche di blocchi di dimensioni piuttosto elevate. Va infine evidenziato che all'estremità orientale del fronte di questa cava, l'attività estrattiva ha messo in luce anche un affioramento di breccia policroma a matrice rossastra.",Ellenistica/Imperiale,Cava di marmo di Hierapolis-Gök Dere M5,True,"Marmo bianco, grigio e striato",,620,True,reale,True,Cava di versante,Marmora,Internal Identifier
af5d6b33-3ec9-2c3d-1bec-754eafbf9777,,"Ismaelli 2009a, 30-34; Semeraro 2012, figg. 12, 46; Ismaelli, Bozza 2016, 446, fig. 11; Ismaelli 2016e.",seconda metà del I sec. d.C.,"[{""resourceId"": ""631b552d-b995-4229-abe1-eca50688f367"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d2603966-b3a4-4c91-821b-fd9b2e25ac21"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""757083b1-b3a8-ece9-9b7b-90ab08b0463f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""496f385c-ee91-4741-9bff-54e9ee413663"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1270214871926 37.9267812538385, 29.1269815619528 37.9268388955032, 29.1272179873388 37.9269553450793, 29.1269039516966 37.9273754002181, 29.1265675351254 37.9272382860849, 29.126531645574 37.9272861675409, 29.1269278434342 37.9274412827408, 29.1273208941485 37.9269298737054, 29.1270214871926 37.9267812538385))))",Parzialmente scavato,"Lo studio dei materiali architettonici rinvenuti all'interno del Santuario di Apollo ha permesso di ricostruire la presenza di un grande portico corinzio che circondava il terrazzo superiore. Questo settore dell'area sacra è stato parzialmente indagato stratigraficamente; solo limitate porzioni della fondazione del colonnato, in grandi blocchi di travertino, si possono riconoscere lungo i margini settentrionale e meridionale, in asse con la fronte del portico dorico in marmo del terrazzo inferiore. Il portico superiore fu interamente demolito in età protobizantina. I materiali, infatti, sono stati rinvenuti tutti in giacitura secondaria, in due grandi depositi ubicati alle spalle dell'Edificio A e dell'Edificio C, formati dalla sistemazione di centinaia di blocchi architettonici provenienti dalla sistematica distruzione del santuario.
Dell'elevato del portico si riconoscono una serie di basi attiche alte in media 27 cm, e fusti di colonna scanalati, realizzati in rocchi di altezza variabile. I capitelli corinzi, alti in media 53,5 cm, sono inquadrabili nel cosiddetto Lagina Typus, diffuso in Asia Minore tra l'età ellenistica e l'età imperiale: allo schema canonico del capitello corinzio, con due corone di foglie d'acanto, si aggiunge, al centro di ogni faccia, una foglia acantina supplementare a sorreggere lo stelo del fiore d'abaco. Le foglie d'acanto si caratterizzano per le proporzioni allungate e la resa plastica, e per i profondi solchi di trapano, interrotti da piccoli ponticelli di marmo. I lobi sono caratterizzati da superfici ben rifinite a scalpello, con netti passaggi di piano, mentre i lobetti sono appuntiti, accuratamente lavorati, con superficie concava con sezione a V. Gli occhi d'ombra presentano una forma a goccia allungata. I fregi-architrave, alti in media 58 cm, si articolano sulla fronte, dal basso, in: architrave a tre fasce progressivamente aggettanti, di cui la terza terminante in cavetto e piccolo listello; coronamento formato da tondino, ovolo, cavetto e listello verticale; fregio decorato da baccellature concave, con terminazione superiore ricadente e molto aggettante. Quanto alle cornici, alte mediamente 40,8 cm, il soffitto presenta lacunari rettangolari che ospitano un'ampia varietà di motivi decorativi: rosette di diverso tipo, fiori a girandola, tralci vegetali, pigne, ma anche protomi animali e oggetti cultuali, come l'ascia bipenne e il kantharos. I modiglioni, a forma di doppia voluta, sono decorati inferiormente da una piccola fascia incassata. Il geison è coronato da un listello obliquo su cui si imposta la sima profilata a kyma recta diritta, seguita da un listello verticale. I gocciolatoi, solo in parte funzionali, sono a protome leonina, ma non mancano anche le maschere teatrali e le protomi umane.
Lo studio dei materiali permette di ricostruire un ordine architettonico alto 6,40 m dalla base alla cornice, ed un colonnato con interasse medio di 2,27 m. Il portico doveva disporsi lungo i margini nord e sud del terrazzo superiore del santuario, mentre più ardua appare la ricostruzione del lato est, per il quale non si conoscono attualmente dati archeologici. Solo in via ipotetica si può proporre, in questo settore del portico, la presenza di propilei d'accesso al santuario, forse animati da edicole, come sembrano suggerire alcuni blocchi di fregio-architrave con snodi angolari.
I blocchi architettonici del portico superiore si caratterizzano, inoltre, per la presenza molto estesa di tracce relative ad un intervento di restauro: incavi per tasselli, infatti, sono presenti su tutte le membrature, e appaiono particolarmente numerosi e minuziosamente realizzati sui capitelli.
Quanto alla datazione del portico, essa si basa esclusivamente sull'analisi stilistica della decorazione architettonica. Convincenti confronti con numerosi monumenti flavi di Efeso (hydrekdocheion di Laecanius Bassus, fontana di Domiziano), Mileto (ninfeo), Aizanoi (tempio di Zeus), e soprattutto con la basilica di Aphrodisias, consentono di riferire la costruzione del portico superiore di Hierapolis all'età flavia, come conclusione dell'ampio programma di monumentalizzazione iniziato nel Santuario di Apollo sotto Augusto.",Flavia,Santuario di Apollo - Portico superiore,False,"Marmar Tepe, Thiounta, Hierapolis-Gök Dere",,,False,,False,Portico,Marmora,Internal Identifier
b079ae6e-72b2-e51a-cd64-281391a4f72e,pochi,Brilli et alii 2015; Brilli et alii 2016; Scardozzi 2016b.,non id.,"[{""resourceId"": ""4cf24b33-6421-4ed5-80a2-844b76238b6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""90a17c4d-fdb6-4f1c-84df-8667fe30296e"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""c65c1447-6c4d-dd67-7c01-1849ca8da069"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d0329274-5f78-4c45-9ea6-0a2b2b08200d"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTILINESTRING ((29.0412042273015 37.726091223959, 29.0413732441216 37.7259994974454, 29.0411531225257 37.725798451163, 29.0409685478909 37.7256561562178)))",In uso,"Cava moderna, ancora oggi sfruttata, situata alla base del pendio della montagna lungo la riva sinistra del torrente stagionale Domuzderesi; le attività estrattive moderne hanno probabilmente distrutto la cava antica.",Moderna,Cava di marmo di Denizli D5,False,Marmo bianco (varietà Denizli-2),,,True,,False,Cava di versante,Marmora,Internal Identifier
b17168ff-0aa0-6388-33e5-ae95f782106d,,"Atlante 2008, 133; Atlante 2015, 190.",non id.,"[{""resourceId"": ""631b552d-b995-4229-abe1-eca50688f367"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b7d3ac1e-0262-4a13-81ad-37db6f24530f"", ""inverseOntologyProperty"": """"}]",False,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c541c34a-9a56-48d3-acc5-db5f8632948e"", ""inverseOntologyProperty"": """"}]","GEOMETRYCOLLECTION (MULTIPOLYGON (((29.1271354071642 37.9220690817784, 29.1270765463208 37.9221544443098, 29.1272097755429 37.9222071636998, 29.1272757093974 37.9221130144467, 29.1271354071642 37.9220690817784))))",Parzialmente scavato,"Nell'area sud-occidentale dell'area urbana sono stati identificati i resti di un complesso monumentale attribuibile, in via ipotetica, al Macellum di Hierapolis a cui fa riferimento un'iscrizione di età severiana rinvenuta nell'area del Santuario di Apollo. I resti del monumento occupano un'area in gran parte coperta da depositi calcarei, posta a ovest del Ginnasio e a breve distanza dal tratto sud-occidentale delle mura bizantine. Dell'edificio si conserva, per pochi filari di altezza, una struttura con pianta a ferro di cavallo (diam. 11 m), aperta verso sud (largh. apertura m 8), realizzata con blocchi parallelepipedi di travertino che può essere accomunata a quella di alcuni macella con tholos aperta invece della classica struttura a pianta circolare. A giudicare dall'orientamento, l'edificio si inserirebbe in maniera coerente nel tessuto urbano, insieme ad un probabile spazio aperto circondato da portici con colonne di travertino e breccia policroma, la cui esistenza è suggerita da alcuni resti affioranti e dai materiali sparsi in superficie.",Romano-imperiale,Macellum,False,Marmar Tepe,,,False,,False,Edificio pubblico,Marmora,Internal Identifier
