ResourceID,Identifier Content,Identifier Type,Object Bibliography,Object Chronology,Object Compiler,Object Conservation State,Object Coordinates,Object Description,Object Dimensions Depth (cm),Object Dimensions Diameter (cm),Object Dimensions Height (cm),Object Dimensions Length (cm),Object Era,Object Excavation code,Object Geographical Context of Discovery,Object Geographical Context of Discovery Position,Object Material Autoptic Description,Object Material Origin,Object Material Type,Object Name,Object Photos,Object Reused?,Object Reused Function in the Original Context,Object Reused Original Context,Object Reused Position in the Original Context,Object Type
99180485-6802-d6b1-b23c-08e91c87609e,Marmora,internal identifier,"Asgari 1977, 367; Scardozzi 2016a.",prima metà del III sec. d.C.,"[{""resourceId"": ""5cd531c6-e8cd-b191-bc5f-33fbeb4c4aef"", ""ontologyProperty"": """", ""resourceXresourceId"": ""555965cf-58dc-4e52-9067-32bddd51e14a"", ""inverseOntologyProperty"": """"}]","Integro, con alcuni distacchi; superfici parzialmente ricoperte da patine.",GEOMETRYCOLLECTION (POINT (29.1209395374719 37.9334440244543)),"Cassa di sarcofago a ghirlande semilavorate con dischi, posto su un basamento esterno al lato est della tomba A6. Lo zoccolo presenta una semplice modanatura liscia (dal basso, toro e gola dritta); le pareti mostrano tre ghirlande sui lati lunghi e due sui lati brevi. Le ghirlande, inframmezzate da sostegni verticali, sono sormontate da dischi e recano grappoli d'uva penduli, in cui gli acini sono ben definiti. Il rilievo è generalmente piatto, con spigoli arrotondati, e rifinito a gradina. Sulla porzione meridionale del lato est della cassa è presente un foro di scolo passante.",145,,95,240,Severiana,,"[{""resourceId"": ""561df293-f685-e443-4095-41b6af76e6ce"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a5e4e7ea-a4a8-4c09-af73-24905bae5d9f"", ""inverseOntologyProperty"": """"}]",in situ,Marmo bianco a grana grossa.,Marmar Tepe,marmo bianco,H13_005,/files/uploadedfiles/ogg-H13_005_logo(1).jpg,False,,,,cassa di sarcofago
999caa63-484a-2f2f-9906-ef7854600f20,Marmora,internal identifier,Inedito.,seconda metà del I sec. d.C.,"[{""resourceId"": ""465560e1-61af-8c1b-ea0f-f0db44930b39"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e2737699-6657-49d9-99cb-8f0dffa7d3b5"", ""inverseOntologyProperty"": """"}]","Integro, privo del coronamento; superfici ben conservate.
Il blocco è caratterizzato da perdita di materiale, patine e fratture.",GEOMETRYCOLLECTION (POINT (29.1277088475711 37.9219982960312)),"Architrave reimpiegato come blocco da costruzione nelle Mura Bizantine. Architrave a tre fasce lisce (alte 5,5 cm, 3 cm, 2 cm), separate da un astragalo a fusarole (biconvesse e piano-convesse) e perline (lunghe e affusolate). Fasce trattate a gradina fine. Coronamento alto 4,5 cm, completamente asportato, seguito da un astragalo (alto 1,5 cm).",,,20,68,Flavia,Mura_138,"[{""resourceId"": ""c02fd13a-d65f-7129-ea8c-06e48a5fcbd9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0788b67b-6752-45af-ad09-9d5c4771c791"", ""inverseOntologyProperty"": """"}]",muro,Marmo bianco a grana media.,Hierapolis–Gök Dere,marmo bianco,H13_174,"/files/uploadedfiles/ogg-H13_174_composta.jpg,/files/uploadedfiles/ogg-H13_174_logo(1).jpg,/files/uploadedfiles/ogg-H13_174_logo(2).jpg",True,,"[{""resourceId"": ""01a2cb5d-56ed-7dab-69ba-a45bd6a3e77f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ace7ed2e-4716-46e8-9357-e60a3563abdf"", ""inverseOntologyProperty"": """"}]",non id.,blocco
999d764f-f506-f6e0-0384-0a25e19fc715,Marmora,internal identifier,,IX-X sec. d.C,"[{""resourceId"": ""465560e1-61af-8c1b-ea0f-f0db44930b39"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a6fb7ead-f840-4330-baea-255ff7aa360d"", ""inverseOntologyProperty"": """"}]",Superfici coperte da una spessa concrezione calcarea.,GEOMETRYCOLLECTION (POINT (29.123288788962 37.9301254968878)),"Frammento di lastra con Amazzonomachia. Si conserva la banda inferiore alta 11 cm, lavorata a gradina grossa, e parte di una scena di combattimento. Resta metà di uno scudo a pelta, con margine definito da un tondino ed un filetto, e due piedi coperti da calzari lisci.",35,,20,44,Bizantina,,"[{""resourceId"": ""7408af4a-15a7-9bd9-8fa3-3ff25d19664c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""996f0e51-976e-421a-98be-750c4f741b44"", ""inverseOntologyProperty"": """"}]",secondo ordine,"Marmo bianco, compatto a grana grossa.","Marmar Tepe,Thiounta",marmo bianco,H14_436,/files/uploadedfiles/ogg-H14_436_logo1.jpg,False,,,,lastra
9a57cd15-b006-22fd-e79c-f171af019f20,Marmora,internal identifier,Campagna 2016.,prima metà del II sec. d.C.,"[{""resourceId"": ""d9787b4e-cf3b-e692-437c-33d1dbe1d1a1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0ee838c8-b71d-4956-bf8f-65fb0d7879d5"", ""inverseOntologyProperty"": """"}]","Integro, ma con lacune lungo il margine destro della faccia anteriore. Superfici erose.
Il blocco presenta perdita di materiale, depositi/incrostazioni terrose, croste nere, fratture.",GEOMETRYCOLLECTION (POINT (29.1231761146074 37.9302119334395)),"Blocco curvilineo pertinente alla parte centrale della terza esedra della balaustra della vasca. Sul lato frontale, all'angolo superiore destro, incasso curvilineo per il fissaggio della gronda; all'interno foro per perno.",52,,88,116,Adrianeo-antonina,NT 388,"[{""resourceId"": ""7408af4a-15a7-9bd9-8fa3-3ff25d19664c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4cb0524a-63de-43e3-86d3-11663e5f5014"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana medio-grossa ed eterogenea.,Hierapolis–Gök Dere,marmo bianco,H13_186,"/files/uploadedfiles/ogg-H13_186_composta.jpg,/files/uploadedfiles/ogg-H13_186_logo1.jpg,/files/uploadedfiles/ogg-H13_186_logo2.jpg,/files/uploadedfiles/ogg-H13_186_logo3.jpg",False,,,,transenna
9b133e8f-7b6d-27b5-8bef-de0eb315b1c4,Marmora,internal identifier,Ditaranto 2016.,prima metà del II sec. d.C.,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6e820316-e12e-4838-867c-62b206133091"", ""inverseOntologyProperty"": """"}]","Buono; in alcuni punti sono visibili i segni lasciati dai picconi. Numerosi detriti si trovano lungo il pendio e a valle della cava, compresi spezzoni di roccia di grandi dimensioni. Le superfici sono interessate dalla presenza di patine.",GEOMETRYCOLLECTION (POINT (29.1350580392876 37.9592170857175)),"Si tratta di un fronte coltivato a gradoni lungo 30 m, approfondito 9 m e alto fino a 5 m. Il fronte è visibilmente frazionato in due gradoni, uno dei quali è alto ca. 3,5 m; le pareti sono interessate dalla presenza di piani di frattura della roccia sia orizzontali che verticali.",900,,500,3000,Adrianeo-antonina,,"[{""resourceId"": ""77e72078-5b76-00f0-e66a-906ecc94c3a1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d86378e8-7e1f-46a5-a263-491562ebbd9d"", ""inverseOntologyProperty"": """"}]",in situ,Marmo bianco a grana grossa.,Marmar Tepe,marmo bianco,MT58,/files/uploadedfiles/ogg-MT58_01.tif,False,,,,fronte di cava
9c013ca8-4764-c3e6-4b86-015c02ae5f9b,Marmora,internal identifier,Campagna 2016.,II-I sec. a. C.,"[{""resourceId"": ""d9787b4e-cf3b-e692-437c-33d1dbe1d1a1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ea6face8-03cf-42d4-858c-1d9c4b560953"", ""inverseOntologyProperty"": """"}]","Non conservato nell'intera altezza. Resta solo una breve porzione del listello dell'imoscapo. Superficie in parte coperta da incrostazioni calcaree.
Il blocco presenta depositi terrosi dovuti alla sua giacitura.",GEOMETRYCOLLECTION (POINT (29.1230757449908 37.9299453922096)),"Fusto liscio di colonna con imoscapo, articolato in cavetto e listello verticale; sul piano di posa incavo centrale quadrato per perno.",,46,122,,Ellenistica,NT 93,"[{""resourceId"": ""7408af4a-15a7-9bd9-8fa3-3ff25d19664c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ddb810c9-5d4f-4414-9012-512c7ddda450"", ""inverseOntologyProperty"": """"}]",primo ordine,"Marmo bianco a grana grossa piuttosto uniforme, con un aspetto compatto e venature grigie.","Marmar Tepe,Thiounta",marmo bianco,H13_234,"/files/uploadedfiles/ogg-H13_234_composta.jpg,/files/uploadedfiles/ogg-H13_234_logo1.jpg",False,,,,colonna
9cf3ed2e-a670-77da-8013-6dbff027531d,Marmora,internal identifier,"Bejor 1991, 12-13, n. 5, tav. 7; Ismaelli, Scardozzi, Sobrà 2016.",metà del I sec. d.C.,"[{""resourceId"": ""bca93692-65d5-0bb7-d143-bd75a6d760a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c41063e5-2648-47a3-8fc9-25707983b2ee"", ""inverseOntologyProperty"": """"}]","La figura è priva della testa e del braccio destro. Le superfici appaiono ben conservate, con limitata perdita di schegge superficiali.",GEOMETRYCOLLECTION (POINT (29.1288987943958 37.9268151149526)),"La scultura, di dimensioni minori del vero,  è stata ricomposta da alcuni frammenti ritrovati nell'iposcenio del Teatro, e doveva quindi appartenere alla decorazione scultorea della nuova ristrutturazione severiana dell'edificio. La statua rappresenta una figura femminile stante, con un sottile chitone cinto all'altezza del seno e un più pesante himation. La figura insiste sulla gamba destra, mentre la sinistra sollevata è scarica del peso; per tale postura appare probabile la ricostruzione di un sostegno sul lato sinistro, su cui la figura doveva appoggiarsi, come in vari esemplari di Afrodite. L'iscrizione permette di identificare con sicurezza il soggetto rappresentato come Latona, madre dei gemelli divini Apollo e Artemide, rispettivamente identificati in altre due sculture ritrovate nel Tetaro. Si trattava quindi di un gruppo unitario che celebrava la triade divina, molto venerata in ambito  microasiatico e ierapolitano in particolare.",30,,131,37,Giulio-claudia,,"[{""resourceId"": ""163972a3-d5eb-c999-1b8b-eaab520a10a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""873b52f5-6280-4bb1-a21d-4e19ff223f8b"", ""inverseOntologyProperty"": """"}]",,"Marmo bianco a grana media, di aspetto compatto.",Marmar Tepe,marmo bianco,H15_526,/files/uploadedfiles/ogg-H15_526_logo(1).jpg,False,,,,statua
9d1ece55-e6ad-618d-3ec9-c40283d90785,Marmora,internal identifier,Scardozzi 2016a.,metà del I sec. d.C.,"[{""resourceId"": ""5cd531c6-e8cd-b191-bc5f-33fbeb4c4aef"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6b1758e9-8be8-4e08-8c5b-ef33a3bd5fe6"", ""inverseOntologyProperty"": """"}]",Quasi completamente interrato. Le superfici esposte sono ricoperte da patine.,GEOMETRYCOLLECTION (POINT (29.1205982014944 37.9342390854108)),"Lato corto meridionale della cassa di un sarcofago a ghirlande semilavorate, quasi completamente interrato nell'area a ovest della tomba 5. Si possono solo osservare le estremità superiori dei sostegni verticali (due angolari e uno centrale) delle due ghirlande presenti su questo lato.",145,,,42,Giulio-claudia,,"[{""resourceId"": ""561df293-f685-e443-4095-41b6af76e6ce"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c88fee76-73ae-4939-9f75-4b582babd345"", ""inverseOntologyProperty"": """"}]",,Marmo bianco a grana grossa.,"Thiounta,Marmar Tepe",marmo bianco,H15_536,"/files/uploadedfiles/ogg-H15_536_logo(1).jpg,/files/uploadedfiles/ogg-H15_536_logo.JPG",False,,,,cassa di sarcofago
9ef60a33-6951-0446-2f09-18d2af8a6058,Marmora,internal identifier,Scardozzi 2016a.,non id.,"[{""resourceId"": ""5cd531c6-e8cd-b191-bc5f-33fbeb4c4aef"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cc4aa59d-20c0-40a4-a0a2-8e1198fc4f90"", ""inverseOntologyProperty"": """"}]",Le superfici presentano vari distacchi e sono ricoperti da patine.,GEOMETRYCOLLECTION (POINT (29.1199335609763 37.937329556438)),Fregio-architrave rinvenuto nel crollo della tomba 125 e appartenente alla prima fase dell'edificio.,,,,,Ellenistica/Imperiale,,"[{""resourceId"": ""561df293-f685-e443-4095-41b6af76e6ce"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9457411c-d488-4c83-8bc3-b9acc2013967"", ""inverseOntologyProperty"": """"}]",,Marmo bianco a grana media.,Hierapolis–Gök Dere,marmo bianco,H15_504,/files/uploadedfiles/ogg-H15_504_logo(1).jpg,False,,,,fregio-architrave
9fc74c94-de39-0a31-61d7-035c9cf037f6,Marmora,internal identifier,Miccoli 2016.,prima metà del III sec. d.C.,"[{""resourceId"": ""efd518bd-4fc3-9cdc-e9d9-139f25a78dec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""68aab22b-8dc8-43eb-b775-46d7c25b77dc"", ""inverseOntologyProperty"": """"}]",Frammentario. Le superfici in vista sono abbondantemente coperte da concrezioni calcaree per riprecipitazione e depositi terrosi.,GEOMETRYCOLLECTION (POINT (29.1270296991162 37.9258293233584)),"Rocchio di colonna scanalata, completo di sommoscapo. Scanalature a listello con terminazione superiore a catino. Sul piano di attesa, lavorato a gradina, sono presenti due incassi per perno con canalette per la colatura del piombo; al centro trova invece posto un incasso rettangolare per olivella.",,50,47,,Severiana,,"[{""resourceId"": ""964f0f2b-28d3-3404-04b1-60142af1b805"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9bc6e767-1ce3-478b-90f4-fc5ab115685c"", ""inverseOntologyProperty"": """"}]",,Marmo bianco a grana grossa.,"Marmar Tepe,Thiounta",marmo bianco,H14_403,"/files/uploadedfiles/ogg-H14_403_logo(1).jpg,/files/uploadedfiles/ogg-H14_403_logo(2).jpg,/files/uploadedfiles/ogg-H14_403_logo.jpg",False,,,,colonna
9fd522a5-254e-08b6-4d7d-ee5fa0834484,Marmora,internal identifier,"Bejor 1991, 24 n. 13 tav. 15; Galli, Bracci 2016; Galli 2016; Ismaelli, Scardozzi, Sobrà 2016.",prima metà del II sec. d.C.,"[{""resourceId"": ""bca93692-65d5-0bb7-d143-bd75a6d760a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e784788b-aa88-4722-8078-8f602e6ae6bc"", ""inverseOntologyProperty"": """"}]","Priva della testa e delle braccia, la statua presenta abrasioni, perdita di schegge e piccoli frammenti soprattutto sulla porzione anteriore dell'himation e, in particolare, sulle superfici maggiormente aggettanti, come le creste delle numerose pieghe. Meglio preservate sono, invece, la parte inferiore della veste, come pure i lati e l'intera faccia posteriore.",GEOMETRYCOLLECTION (POINT (29.1289197924869 37.9266955803329)),"La scultura di dimensioni maggiori del vero riproduce una figura femminile stante sulla gamba destra, mentre la sinistra, flessa al ginocchio e con il piede leggermente scartato verso l'esterno, compie un ampio movimento all'indietro, evidenziato dal sandalo sinistro alzato. La statua, posta su una base alta 13 cm, si conserva nella sua interezza, ad esclusione della testa, la quale sembra essere stata sottoposta ad un restauro già in antico, come denuncia il foro quadrangolare al centro della base del collo.
La figura indossa il tradizionale chitone e, al di sopra, una pesante veste di lana (peronatris), mentre il mantello cinge il settore centrale della figura in una complicata foggia di pieghe. Caratteristici sono i sandali caratterizzati da una spessa suola articolata in tre strati.
Le analisi archeometriche hanno identificato la presenza di patine probabilmente attribuibili ai residui di materiali antichi: si tratta di trattamenti organici, riscontrate sulla superficie marmorea, che indiziano l'utilizzo di sostanze e composti destinati alla cura e alla protezione del manufatto.
Dal punto di vista tipologico la statua è confrontabile con due esemplari microasiatici di sculture panneggiate perfettamente coincidenti con quella del teatro di Hierapolis: si tratta di una replica ritrovata nell'area della c.d. agorà sud di Mileto e di un'altra reimpiegata come sarcofago dall'area della porta sud-est di Aphrodiasias. Per la concezione stilistico-formale che accomuna in modo incontrovertibile le sculture di Mileto, Hierapolis e Aphrodisias nonché per la serie di confronti che è possibile instaurare con altri esemplari di figure femminili panneggiate di ambiente microasiatico e in special modo pergameno, è possibile avanzare una datazione del prototipo al primo quarto del II secolo a.C. L'esemplare ierapolitano può essere invece datato l nella prima età imperiale, con una preferenza per l'età augustea e giulio-claudia.
Per quanto riguarda l'identità del soggetto iconografico, sulla base di una serie di confronti con alcuni esemplari delle rappresentazioni delle c.d. »sacerdotesse di Demetra« attestate nel corpus dei rilievi funerarie di Smirne, caratterizzate dalla stessa tipica posa, panneggio e attributi è stato proposto di vedere nella statua di Hierapolis una creazione ellenistica di produzione pergamena rappresentante una figura di Demetra, di cui si è suggerita l'associazione con il celebre santuario pergameno della dea, posto sotto l'egida dell'evergetismo attalide.",65,,207,76,Adrianeo-antonina,,"[{""resourceId"": ""163972a3-d5eb-c999-1b8b-eaab520a10a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fdaee43b-2912-4bf0-8c3c-28f7f7d76a30"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana fine.,Docimio,marmo bianco,H14_434,"/files/uploadedfiles/ogg-H14_434_2.jpg,/files/uploadedfiles/ogg-H14_434_3.jpg,/files/uploadedfiles/ogg-H14_434.jpg",True,,"[{""resourceId"": ""01a2cb5d-56ed-7dab-69ba-a45bd6a3e77f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""88422f09-46e5-405f-94dc-d66549521672"", ""inverseOntologyProperty"": """"}]",non id.,statua
a0004f97-0051-1c57-cc55-0517f24167f3,Marmora,internal identifier,"Ismaelli, Scardozzi, Sobrà 2016.",non id.,"[{""resourceId"": ""bdc24d5c-670c-86f6-f9a7-c8d7d3891333"", ""ontologyProperty"": """", ""resourceXresourceId"": ""81d228b1-466c-4ddd-b0b1-cfef1472ec04"", ""inverseOntologyProperty"": """"}]","L'elemento è stato rinvenuto in quattro frammenti prodottisi dal crollo della struttura (dal basso: CL11D-Q29, CL11C, CL11B, CL11A-Q29) ed è completo; è stato ricostruito nel corso dell'intervento di restauro.",GEOMETRYCOLLECTION (POINT (29.1288862069242 37.9268898900801)),"L'elemento appartiene ai fusti delle colonne monolitiche del primo ordine della scaenae frons, poste sul podio decorato con rilievi a supporto delle edicole. Il fusto presenta un imoscapo con listello e cavetto e un sommoscapo che presenta, dopo il cavetto di raccordo, un listello e un tondino di coronamento. È presente il canonico rigonfiamento del diametro in corrispondenza del primo terzo inferiore dell'altezza.",,54,410,,Romano-imperiale,,"[{""resourceId"": ""163972a3-d5eb-c999-1b8b-eaab520a10a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""af9f644a-a178-4498-aca0-341af46766f9"", ""inverseOntologyProperty"": """"}]",primo ordine,"Marmo bianco con venature grigie, a grana media.",Marmar Tepe,marmo bianco venato,CL11A,/files/uploadedfiles/ogg-CL11A.jpg,False,,,,fusto di colonna
a03ba6cd-428e-8983-4bb6-aa75f5ccf9e9,Marmora,internal identifier,"Ismaelli 2016e; Ismaelli 2017, 105-106, 323-327, figg. 205, 470-472, 474.",seconda metà del VI sec. d.C.,"[{""resourceId"": ""465560e1-61af-8c1b-ea0f-f0db44930b39"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e39230bc-6d0b-410f-ba12-1d57ea43a535"", ""inverseOntologyProperty"": """"}]","Privo della metà sinistra, di vari frammenti del kyma ionico; superfici leggermente deteriorate.
Il blocco presenta croste nere, localizzate colonizzazioni biologiche e perdita di materiale.",GEOMETRYCOLLECTION (POINT (29.1270667166358 37.9267320497762)),"Fregio a racemi. Piano di attesa trattato a gradina grossa e subbia, con fascia a gradina lungo la fronte (larga 5,5 cm); incasso per olivella (2 x 13,2 cm max., prof. 12,5 cm), lettera H (alta 10,5 cm), sul margine destro un alloggiamento per grappa (14,5, x 4 cm, prof. 3 e 6,5 cm) ed un secondo con tracce di riposizionamento (12,5 x 7,3 cm, prof. 2,5, 5,5 e 7 cm). Sulla fronte kyma ionico (alto 6,6 cm), nervatura angolare (2,6 cm), fregio con cespo acantino centrale. Ovoli tagliati superiormente, molto aggettanti, con fronte a sezione ogivale, sgusci separati da un solco profondo, lancette a sezione triangolare. Fregio con cespo acantino centrale, foglia centrale di prospetto, con lobi percorsi da un solco profondo e lobetti cordiformi dalla superficie appena depressa, occhi d'ombra a cuore dotati di apofisi centrale; foglia laterale dotata di lobi allungati con scanalatura profonda ed occhi d'ombra stetti ed allungati. Dal cespo si sviluppa un racemo primario con sezione sfaccettata, in parte coperto da rivestimento fogliaceo contraddistinto da lobi allungati con occhi d'ombra molto stretti e superficie animata da strie di scalpello piatto e desinente in un fiore con due petali di profilo ed un pistillo formato da una semi-palmetta. Da sotto il rivestimento di foglie del racemo primario si sviluppano un racemo secondario retrogrado con fiore a piani e lungo pistillo ed un racemo secondario privo di guaina fogliacea, che produce un fiore a piani, con petali articolati in lobi e pistillo a globetti. Lato destro trattato a subbia, con fascia di anathyrosis lungo la fronte larga 10 cm, trattata a gradina; lettera H incisa (alta 6,9 cm). Faccia posteriore verticale, con incavo per trave, lavorato a subbia (largo 41 cm max.).",67,,34,112,Proto-bizantina,FI,"[{""resourceId"": ""6727dadf-8778-ed84-d213-49fd1897d9c0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ad856c98-e380-48e3-bc28-ea809261175d"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana media.,"Marmar Tepe,Thiounta",marmo bianco,H13_127,"/files/uploadedfiles/ogg-H13_127_composta.jpg,/files/uploadedfiles/ogg-H13_127_logo(1).jpg,/files/uploadedfiles/ogg-H13_127_logo(2).jpg,/files/uploadedfiles/ogg-H13_127_logo(3).jpg",False,,,,fregio
a14abc2c-d210-c68f-240d-7a1a80672410,Marmora,internal identifier,"Ismaelli, Scardozzi, Sobrà 2016.",non id.,"[{""resourceId"": ""bdc24d5c-670c-86f6-f9a7-c8d7d3891333"", ""ontologyProperty"": """", ""resourceXresourceId"": ""04af1241-c6c9-4617-bd38-ccebaea08d5d"", ""inverseOntologyProperty"": """"}]",L'elemento è stato completato nel corso del restauro con un ampio frammento  (H19b) che comprende l'intera terminazione destra e il risvolto della decorazione.,GEOMETRYCOLLECTION (POINT (29.1289100112016 37.9267574645268)),"L'elemento è uno dei blocchi di architrave-fregio del primo ordine della scaenae frons, posti a copertura delle edicole su podio.
L'apparato decorativo presenta un architrave a tre fasce aggettanti separate da un astragalo a perline e fusarole (fasce inferiori) e da un motivo a corda (fasce superiori). L'architrave è coronato da un altro astragalo a perline e fusarole, un kyma ionico a ovoli e freccette, un cavetto con decorazione ad anthemion e concluso superiormente da un listello. Il fregio convesso è decorato da un motivo a girali, che si generano da cespi d'acanto posti alle estremità dell'elemento e terminano al centro con due semipalmette affrontate; il fregio è coronato da un kyma lesbio a staffa e da un listello superiore terminale. Sulla fascia superiore è presente una parte dell'iscrizione di dedica della frontescena a Settimio Severo e agli altri membri della sua famiglia, mentre in quella mediana è presente parte dell'iscrizione relativa al contributo offerto dalla corporazione dei tintori in porpora per la decorazione della stessa.La faccia interna presenta inferiormente un architrave in tutto analogo a quello anteriore, ma nel quale la cimasa è costituita da una semplice kyma recta ad anthemion, sovrastata da un listello. L'aggetto della kyma reggeva originariamente una lastra marmorea di soffitto, pertanto la parte superiore di questa faccia è scabra.
Il soffitto dell'architrave presenta una scena di venationes inquadrata all'interno della specchiatura modanata.",70,,82,232,Romano-imperiale,,"[{""resourceId"": ""163972a3-d5eb-c999-1b8b-eaab520a10a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1ef45735-0f1f-420a-8692-26dfe832f26d"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana media.,Marmar Tepe,marmo bianco,H19,"/files/uploadedfiles/ogg-H19_2.jpg,/files/uploadedfiles/ogg-H19.jpg",False,,,,fregio-architrave
a17439b2-0473-5fc8-8cb9-6652d4da443e,Marmora,internal identifier,Scardozzi 2016a.,metà del I sec. d.C.,"[{""resourceId"": ""5cd531c6-e8cd-b191-bc5f-33fbeb4c4aef"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7cc7e53c-0ec7-4366-803f-cd21c7318fad"", ""inverseOntologyProperty"": """"}]","Il manufatto è estremamente frammentario, ma le superfici sono in uno stato di conservazione abbastanza buono.",GEOMETRYCOLLECTION (POINT (29.1194719972586 37.9348754832466)),"Frammento della cassa di un sarcofago scanalato situata presso la tomba 30; si conserva la parte superiore di un lato lungo, in prossimità dell'angolo. L'estremità superiore delle scanalature è concava e al di sopra di esse corre una fascia decorata con un motivo a racemi vegetali a onda.",121,,90,287,Giulio-claudia,,"[{""resourceId"": ""561df293-f685-e443-4095-41b6af76e6ce"", ""ontologyProperty"": """", ""resourceXresourceId"": ""24245b19-dd6c-4186-bf50-4ac0669bca2f"", ""inverseOntologyProperty"": """"}]",,Marmo bianco a grana grossa.,"Marmar Tepe,Thiounta",marmo bianco,H15_528,"/files/uploadedfiles/ogg-H15_528_logo(1).jpg,/files/uploadedfiles/ogg-H15_528_logo(2).jpg",False,,,,cassa di sarcofago
a19e0f37-93e8-3732-e27c-401b78dd300d,Marmora,internal identifier,Scardozzi 2016a.,prima metà del III sec. d.C.,"[{""resourceId"": ""5cd531c6-e8cd-b191-bc5f-33fbeb4c4aef"", ""ontologyProperty"": """", ""resourceXresourceId"": ""07ae716e-b7f1-4906-a824-8a6110318b45"", ""inverseOntologyProperty"": """"}]","Sono presenti numerosi distacchi e fratture, che riguardano soprattutto gli angoli e le sommità dei frontoni (non è quindi possibile stabilire la eventuale presenza di acroteri); manca la porzione sud-orientale. Le superfici sono in parte ricoperte da patine.",GEOMETRYCOLLECTION (POINT (29.1209329691251 37.9334470716256)),"Coperchio della cassa H13_005, posta su una bassa piattaforma presente sul lato orientale della tomba A6. Il coperchio è a doppio spiovente liscio; al centro dei timpani un disco a rilievo.",148,,56,242,Severiana,,"[{""resourceId"": ""561df293-f685-e443-4095-41b6af76e6ce"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5196c4d7-f12f-4e4f-9daa-235f7233a840"", ""inverseOntologyProperty"": """"}]",in situ,Marmo bianco a grana grossa.,"Marmar Tepe,Thiounta",marmo bianco,H13_158,"/files/uploadedfiles/ogg-H13_158_logo(1).jpg,/files/uploadedfiles/ogg-H13_158_logo(2).jpg",False,,,,coperchio di sarcofago
a20611d0-6b78-9538-1ba1-d64cf21707d9,Marmora,internal identifier,"Romeo, Panariti, Ungaro 2014, 43, 75, 282, fig. 274; Ismaelli, Scardozzi 2016c.",non id.,"[{""resourceId"": ""a53b129f-9328-8e95-fa1a-b21403f0af07"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0f4d65cf-0c10-4be1-b8ab-272e56078e85"", ""inverseOntologyProperty"": """"}]","Spezzato il lato posteriore, fratture lungo i margini. Superfici leggermente deteriorate.
Il blocco è caratterizzato da croste nere e perdita di materiale.",GEOMETRYCOLLECTION (POINT (29.1225698531236 37.9305190465833)),"Gradino della crepidine del lato sud, in situ. Il piano di attesa conserva tracce di gradina lungo una fascia in prossimità del lato posteriore; anathyrosis sul lato destro, tracce di gradina sul lato anteriore. Un incavo quadrangolare sul piano di attesa (8 x 6 cm, prof. 5 cm).",46,,28,100,Romano-imperiale,A4,"[{""resourceId"": ""35506f62-a800-473c-41de-ec8fa2eca8d6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""64c0c899-95e4-4013-889e-ccb33add0ebc"", ""inverseOntologyProperty"": """"}]",primo ordine,Marmo bianco a grana grossa.,"Thiounta,Marmar Tepe",marmo bianco,H13_008,"/files/uploadedfiles/ogg-H13_008_logo(1).jpg,/files/uploadedfiles/ogg-H13_008_logo(2).jpg",False,,,,gradino
